Layer,Neuron,Original,Summary,Highlight,HighlightSummary,AVHS
29,733, words related to web development programming languages and formats.,"tokens associated with digital media formats and more specifically, coding languages."," file formats, particularly related to web languages and document types.",technical terms related to programming and website architecture.,words related to web formatting languages and phrases related to retrospection or tracing back.
29,1725,"numbers, particularly in the context of counting or measuring.",occurrences of the word 'number'.,instances of numerical values or quantities.,the word 'number' and items related to numerical counts.,"tokens related to quantification, numbers or counting."
29,816,"abbreviations or short forms, particularly for university names or team names.","abbreviations or short forms, particularly those associated with educational institutions, teams, or organizations.","abbreviations and acronyms, especially those related to institutions and organizations.","shortened forms of words or acronyms, especially those related to universities or educational institutions.","abbreviations, specifically related to names of universities, institutions, or teams."
29,12,the word 'however' and concepts related to contrasts or exceptions.,transition words or phrases indicating a shift in the argument or explanation.,transitional phrases used to introduce contrasting or additional information.,transition words or punctuation marks used for contrasting or joining ideas.,occurrences of the word 'however' and punctuation around it.
29,1856, sentences that express decision-making or choices.,verbs related to ongoing actions or decisions.,verbs related to human actions or decisions.,"verbs indicating decision-making or attention, and words indicating possibility or choice.",verbs associated with decision-making or actions taken.
30,1685,phrases related to subscribing or signing up for a service or newsletter.,phrases related to subscription sign-ups and acknowledgements.,phrases and expressions associated with newsletters or email subscriptions.,phrases related to newsletter subscription and acknowledgement., phrases and sentences commonly found in newsletter subscription confirmations.
30,1983,references to actions or events that call attention or make one remember or realize something.,expressions of remembering or reminding.,phrases that indicate an act of remembering or reminding.,words indicating someone being informed or reminded of something.,verbs indicating a signal or reminder followed by pronoun us.
30,574,terms related to universities and higher education institutions.,terms related to universities or academic institutions.,mentions of Universities and their systems or specific elements related to them.,terms related to universities and higher education institutions.,words associated with university and educational institutions.
30,72,"financial transactions, specifically, the act of paying or topics related to money.",tokens related to the concept of payment.,words related to monetary transactions or exchange.,words associated with financial transactions and obligations.,words and phrases associated with financial transactions or payments.
30,1465,phrases that suggest actions of physical force or challenge., phrases indicating or implying physical action or force.,phrases related to physical confrontation or competitive behavior.,slang expressions related to action or violence.,violent and aggressive phrases or words implying physical action.
31,887,action verbs and the related pronouns or nouns involved in the action.,verbs indicating decision or action.,verbs associated with decisions or choices.,tokens indicative of decision making or instruction., verbs related to actions or commands.
31,488, affirmative statements or expressions of certainty.,"the word 'believe' and its parts, and words related to trade and investment.","phrases that express personal conviction or assurance, often with the verb 'believe'.",words that express a strong personal conviction or assurance.,phrases related to expressions of personal beliefs or opinions.
31,395,quantitative information and numerical values within a text.,quantitative measures or indications of amount or size.,quantitative descriptions or segments related to numerical data.,"words and numerals indicating quantities, proportions, or comparisons.",words and numbers that are related to statistics or provide quantitative data.
31,1061, sentences that contain interpersonal interaction or communication.,"interrogative sentences or phrases, often containing personal pronouns such as ""you"" and ""we"".",phrases that indicate seeking information or making inquiries., instances of question formation or inquiry.,instances of direct and indirect questioning or request for information.
31,1697,commands or suggestions for action.,verbs associated with action or command.,usage of verbs indicating action or direction.,action verbs followed by a direct object or destination.,verbs indicating an action or command.
32,170,expressions of intent or decision-making.,nouns and verbs that indicate intention or goal-directed behavior.,first-person plural pronouns and associated contractions.," phrases expressing intention, decision-making, or action plans.",pronouns and verbs related to decisions or intentions.
32,140,phrases indicating the organization or establishment of systems or entities.,words related to the establishment and recalling of rules and systems.,verbs related to initiating or establishing something.,words related to the setting of an event or the recollection of information.,"words and phrases related to leadership, rule-setting, and authority."
32,1786,"conjunctions and frequent prepositions, with a strong emphasis on the word ""but"".",the conjunction 'but' used for expressing contrast or introducing a new idea.,"the conjunction ""but"" used to introduce a point contrasting with and typically offsetting an earlier point.",conjunctions and letters that are part of capitalized words.,conjunctions and punctuation marks commonly used in sentence transitions or to introduce contrast.
32,217,"positive statements about personal experiences, specifically related to food and service.","descriptions of experiences, often involving food, service, or personal interactions.",positive descriptions and reviews of services or experiences.,"descriptions of personal experiences, placing emphasis on verbs denoting actions or status, and adverbs or adjectives that describe the quality of the experience.","words related to the context of food or restaurant reviews, as well as service experiences."
32,1819,"references to storage, privacy, and information related to data security.","phrases related to privacy, security and data storage.","phrases and terms related to privacy, security, and data storage.",phrases related to privacy and personal information handling or storage.,"texts related to data storage, privacy and handling of personal information."
33,819, instances of first-person speech or narrative.,tokens related to personal narration or expressing personal opinions.,"instances of discussion or communication, especially in terms of sharing thoughts, making a point or transitioning to a new topic.",transition phrases and personal pronouns in first person.,instances where the writer is expressing a personal viewpoint or sharing their thoughts.
33,1095,second person pronouns 'you' and 'we'.,pronouns.,the use of the personal pronouns 'you' and 'we'.,"pronouns, particularly those used to refer to the subject of a sentence or discussion."," sentences written in the second person perspective (using 'you', 'we')."
33,826,phrases related to maintenance or preservation of something.,verbs and phrases related to continuation or maintenance of an action or state.,phrases that indicate maintenance or continuation of an action or state.,phrases associated with continuation or preservation.,phrases associated with commitment or persistence.
33,1596,references to body parts or actions involving body parts.,words related to body parts., words indicating body parts.,words related to human body parts.,"wordings related to body parts or personal possession (signified by 'her', 'its')."
33,1478,technical terms related to computer systems and hardware.,words and elements related to technology and computing terminology.,technical terms related to computing and information technology.,terms related to technology and computer systems.,technical terms and references related to computer systems and networks.
34,391,numerical values and figures.,"numeric values and their related contexts, often in relation to financial or economic data.",numbers and associated units of measure.,numerical values and phrases related to finance and economic transactions.,numerical data and related measurement or economic terms.
34,9,"conjunctions, prepositions, and commas that are commonly used to structure sentences.",the use of commas and word 'that' in the text.,conjunctions and their following punctuation that link sentences or parts of a sentence.,commas and words indicating justifications or reasons.,"commas and conjunctions, often used in clauses and sentence structuring."
34,842,"future tense expressions, particularly those involving the verb 'going'.","instances of the future tense, particularly the construction ""is/are going to""."," phrases predicting future actions or events, especially using the constructs 'is going to' and 'are going to'.","phrases indicating future actions or predictions, often initiated with 'is', 'are', 'were', 'going', or 'm'.",phrases related to future actions or predictions.
34,1466,verbs indicating action or direction related to information checking or monitoring.,words that relate to information seeking or consumption., imperative verbs indicating actions to pay attention or be aware.,actions or verbs related to acquiring information or knowledge.,verbs related to tracking information and instructions.
34,1991,"phrases related to significant events or milestones, especially in the context of sports or competitions.",tokens related to significant achievements or records., phrases referring to future events or changes.,"tokens related to specific time periods, achievements, and rankings.","numeric values and words related to time frames, rankings, and sporting statistics."
35,579,"the usage of the word ""finally"" and related concepts of conclusion or accomplishment.","the word 'Finally', which is often used to introduce a final point or conclusion.","the transition word ""finally"" often used to indicate the conclusion or summing up of a point or series of points.","words or phrases indicating sequence, particularly the culmination or conclusion of events.","the word ""Finally"" and the punctuation following it."
35,1767,phrases or words related to crimes committed by juveniles or young individuals.,"elements related to reports about incidents or events, often including age and charges.","references to age, specifically in relation to juveniles or young individuals, and their respective legal or crime-related situations.",information related to youth and the legal issues they may encounter.,"terms and phrases related to legal incidents, charges, and investigations."
35,1693,counting or numerical concepts.,words and phrases that indicate quantities or numbers.,common numerals and words signifying groups or collective entities.,countable nouns and numbers.,prepositions and auxiliary verbs.
35,916,"references to aging or getting older, particularly in the context of retirement.",phrases and words related to aging and retirement.,"words and phrases related to age, particularly focusing on old age and retirement.","phrases and words related to aging, seniority, and retirement.","words related to aging, time, and retirement."
35,1987,descriptive terms and measurements related to weight.,words or phrases related to weight or heaviness.,words and phrases related to heaviness or weight.,words indicating significant weight or importance.,words and phrases associated with heaviness or weight.
36,1507,possessive words and terms associated with ownership.,"words and phrases related to education and learning, online interactions and transactions, and employment.", possessive pronouns and words indicating possession.,possessive pronouns and prepositions indicating location or ownership.,"the use of prepositions, pronouns, and conjunctions."
36,1928,incrementing sequences and elements of lists.,references to abundant quantities or large amounts.,words and phrases that indicate a large quantity or abundance of something.,words and phrases that denote quantity or volume.,words related to quantities or amounts.
36,464,numerical values and coordinates.,"tokens that are related to numerical values, strong aspirations or efforts, and geographical directions.","multiple word groups or phrases, including those separated by punctuation.","numbers, prepositions, punctuations, and action verbs.","numbers and punctuation marks, especially related to geographical coordinates and recurring patterns."
36,23,references to loud noises or sounds.,"references to sounds, their production, and the act of hearing.", phrases and words related to sound and the act of hearing.,phrases and words that are related to sounds and hearing.,"text related to the production, amplification, and perception of sound."
36,1494,numerical data and specifications.,numerical values and units of measurement., numerical values or numbers.,numbers and numerical measurements.,numbers and formats often found in specifications or listings.
37,443, verbs related to attempts or efforts.,expressions of intention or effort., instances of effort or trying to achieve or rectify something.,phrases related to people taking actions or efforts.," instances of active efforts or attempts, often associated with the word ""trying""."
37,1725,expressions of hope or intention for a future outcome.,personal pronouns that indicate future actions or expectations.," the first person singular and plural pronouns, especially in conjunction with verbs relating to future plans or hope.",first person pronouns and expressions of hope or surprise., parts of personal narratives or recounts.
37,1293,numerical values or digit sequences.,numerical values and digits within the text.,"numerical digits, particularly when they're part of large number sequences or codes.", numerical values.,numerical values in links or in a technical context.
37,1519," phrases indicating ability or potential actions, often centered around the use of modal verb ""can"" and ""be"" combinations.",sentences indicating possibility or future action.,"phrases indicating potential or possibility, specifically using the construction ""can be"".",modal verbs followed by the word 'be'.,phrases suggesting availability or accessibility of resources or information.
37,1487,references to physical location changes and development projects.,"words and phrases related to structural changes, renovations, or transformations.","statements about changes, improvements, and developments in different contexts, including construction, renovations, and site updates.",tokens involved in narration of object transformation process or change.,"phrases related to changes, updates, or improvements in locations or spaces."
38,319,numerical values and percentages.,"words and symbols that are associated with measurements, quantities, and changes.","hypertext links, percentages, and phrases indicating positive or negative impact or change.","words and symbols related to reporting statistics and percentages, as well as prepositions.","a wide variety of English function words and punctuation including pronouns, prepositions, conjunctions, and periods."
38,306,references to educational or academic institutions and associated titles or qualifications.,"references to educational institutions, professions, or designations.",words related to educational institutions or titles and roles in academia.,tokens related to educational institutions and positions of authority or qualification.,references to academic institutions or qualifications and individuals involved in them.
38,719,references related to usage or application of something.,sentences that involve usage or action of an object or a subject.,words and phrases associated with the use or misuse of an item or substance.,"words and phrases associated with usage and actions, specifically instances of improper or questionable use.",verbs related to illegal or contentious actions or situations.
38,922,"specific months, U.S. state abbreviations, and numbers.",numbers and geographical locations.,"strings of text with elements that are separated by commas or hyphens, such as lists, dates or locations.
","names of months, states, and connective words in English, basic numerical units, and punctuation marks such as commas.","names of locations, months, and song titles."
38,834,"sentence constructions with ""an"" preceding a noun or adjective.",indefinite articles and punctuation marks.,articles including 'an' and single characters enclosed in quotation marks or parentheses.,articles and parenthesis.,articles such as 'an' and other connecting words or punctuation that structure sentences.
39,109,"numerical values, especially in the context of lists or sequences.",characters or numbers typically associated with categorization or enumeration., instances of numbers or letters enclosed in brackets.,letters or numbers enclosed within brackets.,letters or numbers enclosed in parentheses or brackets.
39,1971,emphasized adjectives and adverbs indicating intensity or extent.,"words that describe size or extent, or are related to positions or roles.",words related to negative situations or problems.,"words and phrases that denote intensity, scale, and transition.",words and phrases related to communication and transactions.
39,1305," numbers, specifically quantities and measurements.","numbers quantifying activities, events or factors.","numerical expressions, particularly those related to frequency or quantity.",numbers and units of measurements related to frequency or quantity.,"references to counts or measurements, especially in the context of regular events or occurrences."
39,875,"phrases related to workplace, accidents, or injury.",words related to injuries and accidents.,phrases and words associating with accidents or injuries.,phrases related to injuries and harmful incidents.,words and phrases related to injuries and accidents.
39,1695,phrases and concepts related to altitude and elevation.,words and phrases related to altitude and meteorological terms.,"words and phrases related to weather, atmospheric conditions, and aerial perspective or altitude.","tokens related to air, heights, or aerial features.","words and phrases related to altitude, atmosphere and its conditions including weather."
40,431,"times, including specific hours and minutes.",numbers related to time notations.," instances of time, especially in the format of hours and minutes.",numerical tokens representing time settings in a 24-hour format.,"mentions of time, specifically on an hourly format."
40,1673,words and phrases associated with numerical values and percentages.,tokens that denote a rise or increase.,words and phrases related to increases or the concept of supporting or advancing something.,"words and phrases related to measurements, percentages, and expressions of gratitude or support.","numeric values, percentages, years, and phrases indicating the giving or receiving of support or instructions."
40,885,phrases related to availability and accessibility of items and resources.,"expressions related to availability and provision of goods, services, or benefits.","phrases related to availability or provision of services, goods, or resources.",phrases describing availability and transaction.,words associated with transactions and availability of items or services.
40,449,"programming syntax, particularly function calls and parameter usage.",tokens related to programming and code implementation.,elements of programming and coding syntax.,"tokens related to coding, programming functions, and software instructions.","programming language syntaxes, function calls, data manipulation and coding practices."
40,1852,titles or key topic introductions within texts.,colons and conjunctions in a text.," titles or headers followed by a colon, indicating the start of a summary or explanation.",tokens involved in forming headlines or titles.,"punctuation marks, especially colons and commas, often present in headlines or the introduction of topics."
41,1239,steps and procedures related to cooking or crafting processes.,"instructions, steps, or recipes in text."," terms and phrases related to instructions or steps in a process, often pertaining to cooking or crafting.",instructions or steps in a recipe or DIY process.,"instructions or steps in a process, especially those related to DIY projects or cooking recipes."
41,590,"modal verbs, particularly 'would' and 'can'.","tokens that indicate modal verbs expressing ability, possibility, permission, or obligation."," auxiliary verbs used for forming questions, suggestions, or future tense.",auxiliary verbs often used in forming questions and future tense.,modals (words that express necessity or possibility) and helping verbs.
41,576,instructions or steps involved in dealing with hardware or tangible objects.,"phrases related to instructions or procedures, especially those involving electronics or appliances.", words and phrases related to electrical equipment and their usage.,instructions or steps related to electronic and hardware tasks.,words related to electronics and electrical systems.
41,699,"numbers, especially if they're related to time periods or sequences.",numbers and numerical values.,numbers in the text.,numbers and short segments of words.,numbers and parts of words containing numerical information.
41,1636,the indefinite article 'a'.,the indefinite article 'a'.,the indefinite article 'a'.,"the single letter ""a"" used as an article in the text.",the indefinite article 'a'.
42,1589,punctuation marks such as commas and parentheses.,punctuation marks used in different contexts.,"punctuation marks that indicate a pause or conclusion, such as commas and parenthesis.",punctuation marks used to separate clauses or statements.,various punctuation marks used in the text.
42,515,expressions of gratitude and personal sentiment.,words and phrases expressing personal emotions or reactions.,expressions of gratitude and emotional sentiments.,expressions of gratitude and emotional sentiment., positive emotional expressions.
42,279," numerical values, particularly when present in parentheses or related to dates and player/season rankings.",numerical values and units of measurement., numerical data and related terms.,numerical data and numbers embedded in text.,numerical values and terms associated with categorization or classification.
42,674,phrases implying successful achievement or performance.,conversational phrases or idioms commonly used in spoken English.,verbs followed by adverbs or prepositions.,phrases that indicate levels of performance or effectiveness.,phrases that indicate an evaluation or judgement.
42,224,"numerical values, especially those located at the end of sentences or greater than 30.",numerical values or numbers in a series.," numerical values, especially those appearing in a sequential ordering.","numerical values, specifically sequences of numbered lists or dates.",numerical values and separators used in listings.
43,122,references to technology hardware and technical specifications.,"tokens related to technology, particularly hardware and software specifications and functionalities.",technical terms and phrases related to hardware and technology features or specifications.,technical language related to hardware and software features and specifications.,technical language related to hardware features and specifications.
43,1420,"phrases related to government, politics and issues of confidentiality or secrecy.","words pertaining to government, politics, and classified information.","words and phrases related to government, politics and intelligence activities.","tokens related to the discussion of government, military and intelligence matters with a focus on secrecy, revelations and policy.","elements related to politics, government, and security issues."
43,39,phrases related to reporting or sharing information.,"tokens related to questioning, lacking or absence.",words and phrases referring to a lack of or absence of something.,words associated with acquiring or providing information.," statements in a context of refutation, denial or lack of response."
43,916,"official statements or declarations, particularly from governmental or authoritative figures or organizations.",phrases related to official statements and announcements made by authorities.,references to official statements or announcements.,forms of official communication or announcement phrases.,words and phrases related to official statements or declarations.
43,1014,"numbers, specifically, numbers that signify dates as well as incremental number sequences."," numerical sequences, specifically sequences of consecutive numbers.","numbers, specifically those in a sequential or increasing order.","sequences of numbers, particularly years and dates.","sequences of numbers, either ascending or descending, along with date and time markers."
44,654,the use of past tense '-ed' endings in verbs., instances of past tense verbs related to telling or documenting., instances where the speaker refers to something they've previously written or pointed out.," past actions described using verbs ending in 'en' and words indicating prior discussions or experiences, often related to storytelling or providing information.", past tense verbs specifically related to written narratives or storytelling.
44,1393,words related to processes or actions.,"topics related to various types of processes, with a focus on the necessary actions or steps involved in these processes.",words and phrases related to action or process.,"part of words both at the beginning and inside them, in particular focusing on parts of verbs, nouns and adjectives.","tokens related to processes or activities, especially those involving steps or stages."
44,570,punctuation marks and special characters in a text.,"punctuation, specifically quotation marks and commas.",direct quotes or dialogue within text.,punctuation marks that indicate reported speech or citations in a text.,"various punctuation marks, especially quotation marks, commas, and periods."
44,1320, numeric values and references to specific organizations or people.,numbers and names of nationality or individuals.,numerical values and words related to entities or titles.,keywords and numbers related to news headlines and reports.,words related to news headlines or key information denoting an event or situation.
44,806,"references to the United States, often in the context of place names or abbreviations.","abbreviations and initialisms, especially related to geographic locations or institutions.","abbreviations, particularly geographical and territorial abbreviations related to the United States (U.S., D.C., etc.).","occurrences of abbreviations, particularly those related to geographical locations or entities.","abbreviations and acronyms, especially those relating to locations or institutions."
45,453,phrases indicating initiation or the beginning of a process or action.,"keywords indicating transition, change, or progress in various contexts.",words and phrases related to initiating change or implementation of a plan.,tokens that signify actions and changes or plans to make changes.,"words related to actions, processes or changes."
45,1206,the second person pronoun 'you' and its associated phrases.,"instances where the text is directly addressing the reader with the word ""you"".", sentences that are addressing the reader directly using the pronoun 'you'.," references to a second person, specifically the pronoun ""you"".",the pronoun 'you' and words or phrases that indicate a direct communication or instruction to the reader.
45,1394,terms and phrases related to automobiles and motor technology.,phrases related to the automobile industry.,words related to automotive terminology and car industry events.,words and phrases related to the automobile industry.,references to cars and automotive-related concepts.
45,1043,mentions of the word 'more'.,words that indicate quantitative measures.,comparative words or phrases.,words indicating comparison or relative amount.,words indicating comparison or quantity.
45,73,phrases related to sports and politics.,"keywords related to competitive scenarios, including sports, gaming, politics, and societal conditions.",specific numbers and words related to group activity or collaborative actions.,elements related to sports and political discussions.,"words related to sports, political events, and dates."
46,1350,"sections of words or codes, possibly favoring technology-related terms and abbreviations.",capitalized words or words with upper-case characters.,parts of words that appear to be uppercase.,parts of capitalized words or acronyms.,words and acronyms related to technical and programming language.
46,964,negative or oppositional terms and descriptors.,words and phrases that denote negation or exception.,instances of the prefix 'non-' denoting negation or absence.,words related to negation or strong descriptors.,"negative terms, especially 'non' prefixes and negative connotations such as 'provocative'."
46,1334,"references to institutions or entities, often preceded by the definite article ""the"".","the use of definite articles, especially 'the'.",the definite article 'the'.,the definite article 'the'.,"the use of the word ""the"", especially when it is used in a formal or historical context."
46,149,words and phrases related to product descriptions and advertising.,"tokens related to instructions, advisories, and website interface elements."," online website elements, such as cookies, advertisements, loading indications, and clickable icons or buttons.","words related to commands, options, and interactive elements found on a website.","tokens related to instructions, commands and user-interface prompts."
46,1468,"locations and numerical values, particularly those related to addresses and route numbers.","words and symbols related to addresses, locations, and geographical directions.","tokens related to geographical locations and directions, especially those involving roads and addresses.","words and characters associated with addresses, geographical locations, directions, and routes.","geographical locations and related pieces of information such as addresses, directional guidance, or names of places."
47,1181,phrases related to sharing or posting on a platform or community.,words and phrases related to instructions or actions.,"instructions and guidance, especially those related to online platforms and tools.",instructions or calls to action.,words and phrases related to online user activities and instructions.
47,460,geographical locations and numerical values.,locations or numbers.,geographical location names and numbers.,names of locations and numerical values.,keywords associated with locations and numbers.
47,20,words and symbols associated with internet URLs and time designations.,"website URLs, code snippets, or specialized notation, especially related to sports match-ups or time stamps."," abbreviations, web addresses, dates, times and alphanumeric combinations.","abbreviations, punctuation marks and symbols.","punctuation marks, symbols and special characters within the text."
47,1564,"names of people, specifically people related to the music industry.","words related to music, bands, and artists.","specific references to individuals, bands, and albums in the context of music.","information related to music, focusing specifically on band names, song titles, and artist names.","references to music, bands, or musicians."
47,1207,numerical values and links relating to social media platforms like Twitter.,numbers and URLs.,"links or parts of web addresses, specifically those shortened using bit.ly, and twitter handles or references.",specific numeric values and parts of website links.,"numerical values and punctuation especially commas and periods, as well as parts of URLs."
