Layer,Neuron,Original,Summary,Highlight,HighlightSummary,AVHS
12,5544,first-person pronouns followed by verbs or other related words.,"the pronoun ""me"".",phrases related to personal trust or reliance on the speaker.,references to the speaker/person themselves.,pronouns used to refer to oneself.
12,1386,phrases related to appreciation or taking something for granted.,words related to taking things for granted or ignoring certain things.,phrases related to not taking things for granted or being appreciative.,words related to things that are overlooked or taken for granted.,words related to not taking something for granted or acknowledging its importance.
12,6144,"mentions of ""first,"" particularly in relation to events or occurrences.","occurrences of the word ""first"" and related phrases, suggesting a focus on initial events or instances.","the occurrence of the word ""first"" in a sentence, often related to events or actions happening for the initial time.","the occurrence of the word ""first"" in various contexts, indicating a focus on initial occurrences or instances of something.","mentions of the concept of ""first"", either in a chronological or subjective sense."
12,5471,"the word ""via"" and identify the source or medium through which information is conveyed.","uses of the word ""via"" to indicate a source or method of communication.","phrases indicating the source or means of communication, such as ""via"" or ""contact us"".","the word ""via"" which is commonly used to indicate a source or method of communication.","references to sources or platforms where information is obtained or shared, such as ""via"" or ""Twitter""."
12,1297,"phrases related to singing, dancing, and performing arts.","instances of prepositions and conjunctions, particularly the word ""as"".","comparative phrases using the word ""as"".",comparisons and references to individuals or actions.,"comparisons using ""as"" and possessive pronouns ""his"" and ""whose""."
12,1606,words related to medical procedures or treatments.,"occurrences of the token ""Advertisement"".","mentions of external information, such as advertisements or information from other sources.",phrases or tokens related to advertisements or promotional content.,text excerpts related to advertisements or promotional content.
12,1989,"words related to individuals and their titles, such as ""Ms."", ""Mr."", and ""Minister"".","titles or honorifics used before names (Mr, Ms, Mrs)","titles or salutations used before people's names, such as ""Ms,"" ""Mr,"" or ""Mrs.""","honorific titles used to address individuals, such as ""Ms"", ""Mr"", and ""Mrs"".","honorific titles used before names (e.g., Mr, Ms, Mrs)."
12,5957,technical terms related to electronics and coding.,"words related to specific elements or components, in particular 'matter', 'of', and 'studio', which could indicate a focus on technical or organizational aspects.",expressions or phrases related to discussing or emphasizing a specific topic or subject.,"words related to matters, such as issues, topics, or concerns. Additionally, it also detects references to music-related terms such as ""studio"" and ""album.""","phrases related to matters, concerns, or issues."
12,1124,words related to legal proceedings and legal terms.,"words that contain the letter sequence ""ana"" or ""mor"".",words or phrases related to specific proper nouns or proper names.,"tokens that are parts of longer words, specifically -mor, ana, and kes.","tokens that are part of longer words with repeating letters, such as ""tomorrow"" or ""banana""."
12,5126,"words or phrases related to challenges, strain, and difficulty.",words or phrases related to difficulty or strain.,words related to difficulty or strain.,words related to difficulty or exertion.,"words related to difficulties, challenges, or strains."
12,1419,"measurements of length, height, or level.",words related to reaching a particular point or level.,"words related to achieving a certain level or point, such as reaching, reaching for, or reaching out to.",words related to reaching or achieving something.,words related to reaching a certain point or level.
12,4125,phrases related to contrasting or comparing two different options or perspectives.,instances where there is a comparison or distinction being made between two or more things.,comparisons between two contrasting options or perspectives.,phrases or words indicating a comparison or contrast between two options or choices.,phrases indicating a comparison or contrast between two options or viewpoints.
12,4205,references to filming or being filmed.,"words related to recording or capturing visuals, such as filming and footage.",tokens/part of words related to the act of recording or capturing moments on camera.,mentions or actions related to recording or capturing something through filming or footage.,"words related to recording or capturing visual/audio content, such as ""filmed"" or ""footage""."
12,171,words related to ticketing systems and communication frequencies.,"plural forms of words, specifically the letter 's'.","abbreviations or acronyms (indicated by square brackets and followed by ""s"") used in various contexts, such as tickets, passes, communications, plans, and entities.",plural forms of nouns and third person singular verb forms.,the plural forms of words.
13,1667,"the phrase ""a bit of an"" followed by various words or phrases.","the token ""an"" in various contexts, which could suggest that the neuron is looking for instances of the indefinite article ""an"".","phrases with the pattern ""of [an]"" or ""[an]"".","phrases containing the word ""an"".","the indefinite article ""an""."
13,5514,mentions of time or temporal events.,"the occurrence of the word ""now"" to indicate a change, update, or current situation.",phrases or expressions indicating a change or new development.,phrases or words indicating a change in time or a shift in circumstances.,expressions or mentions of a change or development happening at the current moment.
13,1259,"instances of the word ""either"", potentially with specific context around it.","the word ""either"".","tokens related to choice or options, indicated by the use of ""either"" in the text excerpts.","instances of the word ""either"" used to present a choice or alternative.","the word ""either"" in sentences."
13,3566,profane language and offensive words.,offensive language and profanity.,swear words and explicit language.,profane language and offensive expressions.,profanity and offensive language.
13,3646,terms related to surveillance and communication interception.,"words related to communication methods such as phone calls, emails, and social media.","words related to communication methods and technology, such as phone calls, emails, and social media tweets.","words related to various forms of communication, such as phone calls, emails, and tweets.","words related to communication devices and activities, such as cell phones, phone calls, emails, and communications."
13,3787,words related to making predictions or expressing certainty.,informal expressions or informal language.,phrases or words indicating speculation or prediction.,phrases related to uncertainty or speculation.,words or phrases related to betting or speculation.
13,2043,adjectives related to importance or desirability.,"words related to necessity, importance, or desirability.",words or phrases related to urgency or necessity.,"words related to necessity or desire, such as ""needed"" or ""coveted"".","words related to necessity, requirement, or importance. It also seems to pay attention to specific terms related to social or cultural significance."
13,2531,"phrases related to self-expression, individuality, and personal identity.",reflexive pronouns and words related to self-identity.,"pronouns referring to people or entities, particularly when they are describing possession or self-referential contexts.",words related to self-referencing or self-identification.,words related to possessiveness and ownership.
13,4455,words related to health and safety precautions or warnings.,words related to logical choices or comparisons.,phrases containing hyphenated words or separate words within brackets.,"the logical operator ""or"" and tokens related to choices and alternatives.",words related to alternative options or choices.
13,5140,"words related to aging, elderly individuals, and social issues related to old age or disability.",words related to age and aging.,"words related to aging, elderly, and related topics such as old age, health, disability, and abandonment.","terms related to aging, such as age, elderly, health, disability, and old age.","words related to age, including terms such as ""old,"" ""elderly,"" and specific age-related conditions such as ""disability"" and ""sickness."""
13,5397,words related to time and tracking.,tokens related to the concept of time.,words or phrases related to real-time or immediate actions or events.,"words related to the concept of time, especially in the context of real-time or specific time references.","words related to the concept of time, specifically real-time."
13,5953,words related to visibility or appearance.,words related to visual presence or visibility.,verbs related to visibility or presence.,words related to visibility or presence.,the verb 'appear' in different contexts.
13,2391,"phrases related to purchasing or acquiring things, such as the full version, creating an account, and purchasing expansions.","words related to different versions, editions, or printings of something.","terms related to different versions or editions of something, such as ""Full Version,"" ""official version,"" ""first-print run,"" ""edited version,"" and ""PDF version.""","words related to different versions or editions of something, including mentions of printing and copies.","references to different versions, editions, or prints of something."
13,1623,comparative phrases expressing comparisons or degrees of something.,"comparisons and quantitative descriptions, such as comparing quantities or levels of something.","the phrase ""What's more"" and similar expressions that add additional information or emphasize a point.","comparative phrases or words, such as ""more"" or ""than"", to indicate a comparison or increase in a certain aspect.","comparisons and emphasis using phrases like ""more than,"" ""what's more,"" and ""couldn't be more."""
13,4295,"words related to actions or instructions, such as ""save,"" ""skip,"" and ""avoid.""","words related to bypassing or avoiding something, such as ""sidestep"", ""avoid"", and ""skip"".",words or phrases related to avoiding or bypassing something.,words related to avoiding or bypassing something.,"words related to evading, avoiding, or bypassing something."
13,4686,words related to categorization and classification.,words associated with categorization or classification.,"adjectives and nouns related to ideological or categorization concepts, such as leanings, classification, and grouping.",words related to categorization and classification.,terms related to categorization or classification.
13,5539,words related to reading and textual content.,"phrases or symbols indicating additional information or continuation such as ""Read more"", ""...."", ""..."", commas, or ellipses","phrases related to additional information or extending a sentence, often found in texts like product descriptions or technical explanations.","ellipses (""..."") and phrases related to reading additional information.",ellipses (...) and tokens related to reading or further information.
13,360,words and phrases related to telecommunications and communication processes.,"words related to communication, specifically related to phone calls and internet activities.","words related to communication, such as ""traffic"", ""calls"", and ""information"".","words related to transportation, communication, and legal proceedings.","words related to communication and information exchange, such as traffic, calls, and user."
13,3923,phrases related to specific days of the week.,days of the week.,days of the week.,specific days of the week.,days of the week.
13,2797,phrases related to expressing opinions or making statements.,"instances where the word ""say"" is used to provide an example or clarify a statement.",words or phrases that introduce examples or provide clarification in a sentence.,"instances of the word ""say"" that are used to provide examples or hypothetical scenarios.","the word ""say"" in various contexts and constructions."
14,5228,words related to official statements or news releases.,phrases or sentences related to news announcements or statements.,phrases related to news or information releases.,"tokens related to publishing or sharing information, particularly through news releases or statements.",words related to news and announcements.
14,4594,"words related to differentiation, discrimination, and telling things apart.",words related to distinguishing or differentiating between entities or concepts.,words related to distinguishing or differentiating between things or individuals.,"words related to distinguishing, differentiating, and identifying objects or concepts.",words related to distinguishing or differentiating between objects or concepts.
14,918,phrases related to questioning or expressing doubt about certain actions or statements.,words related to expectations or norms.,words related to expected or supposed actions or outcomes.,words related to expectations or requirements.,"words related to expectations, beliefs, or guidelines of what is supposed to be."
14,416,comments or statements made by people.,instances where people are expressing their opinions or leaving comments on various platforms.,texts or passages that involve online commenting or interaction on platforms or social media.,instances where users are expressing their opinions or engaging in discussions through comments.,mentions or discussions related to commenting or opinions.
14,3678,"instances of the word ""snap"" in various contexts.",verbs related to quickly capturing or taking a photograph or a quick action.,action words involving quickly capturing or taking a photo or picture.,"words related to sudden or quick actions, particularly ""snapping"".",words related to capturing or taking pictures.
14,751,references to technical information such as IP addresses and software versions.,"punctuation marks and specific tokens related to digital communication (IP, Video) and politeness (please, thanks).",abbreviations or acronyms within a text.,"abbreviations, acronyms, symbols, or repeated letters.",abbreviations and specific tokens commonly found in technical or formal contexts.
14,5003,"words related to physical objects or actions involving support, positioning, demonstration, success, branding, and proof.","words related to evidence, validation, or demonstration.","words or phrases related to proof, evidence, or demonstration.","words related to evidence, verification, or confirmation.",words or phrases related to evidence or support.
14,712,pronouns referring to specific individuals.,pronouns referring to specific individuals.,pronouns indicating individuals or specific people.,pronouns and possessive pronouns referring to people.,pronouns and possessive determiners.
14,2542,"information related to personal details and biographies, such as birthplaces and names.",mentions or references of birth and creation.,information related to the birth or creation of something or someone.,"information related to birth, creation, and naming.","information about birth, creation, and naming of individuals or entities."
14,4249,tokens that represent programming code or configuration settings.,"words or parts of words that have a strong emphasis on a specific format or structure, such as acronyms, words or parts of words in all caps, and specific punctuation patterns.","words related to actions or processes, especially verbs ending in 'ing'.",uppercase words or acronyms.,words or phrases that are acronyms or abbreviations.
14,55,"words related to legal and regulatory matters, such as trials, warnings, and penalties.","words or titles that are used to address women, specifically ""Ms.""",titles or honorifics addressing women.,titles or forms of address for women.,"titles or honorifics used for women, such as ""Ms""."
14,1107,words related to numerical values and measurements.,"words related to the highest or extreme values, such as peak, maximum, and highest.",words related to the highest or peak value or maximum.,"words related to limits or extremes, such as ""peak"", ""maximum"", and ""worst"".","words related to measures or extremes, such as ""peak,"" ""maximum,"" and ""height."""
14,1337,phrases related to media downloads and reviews.,"phrases related to media platforms and content, such as ""Free View in iTunes"" and ""videos"".","words related to media sources, platforms, and content.","words related to media, such as ""Free,"" ""View,"" and ""iTunes,"" as well as ellipses and words related to video content like ""shot"" and ""videos.""","words and phrases related to media content, such as 'Free', 'View', 'iTunes', 'shot', 'Live', 'videos', and 'description'."
14,1368,phrases related to threats or aggressive language.,pronouns and possessive determiners.,pronouns and possessive determiners.,words related to addressing or referring to the reader or user.,personal pronouns and possessive pronouns.
14,1614,words related to betrayal or opposing actions.,words or phrases indicating opposition or contrast.,words or phrases related to contrasting or oppositional concepts.,words related to opposition or conflict.,words or phrases related to betrayal or opposition.
14,2289,phrases related to personal experiences or perspectives.,pronouns referring to individuals.,"pronouns (e.g. ""he"", ""his"") referring to specific individuals.",pronouns referring to individuals.,pronouns related to individuals and their possession.
14,1847,parentheses or punctuation marks used at the beginning or end of sentences.,punctuation marks like parentheses and commas.,"punctuation marks such as parentheses, brackets, and quotation marks.","closing punctuation marks, specifically closing parentheses.","punctuation marks, specifically parentheses and quotation marks."
14,405,"mentions of specific words related to locations or names, such as ""House"" or ""Richmond.""","words related to buildings or structures, particularly the word ""House"".","words related to buildings, particularly houses or structures.","tokens related to residential buildings such as ""House"".","references to specific places, particularly the word ""House""."
14,2837,words related to memory and remembering.,words related to memory or recalling information.,tokens related to memory or remembering.,words related to memory or recalling information.,words related to memory and recollection.
14,4327,"words related to videos, footage, and cameras.",references to visual media like videos and films.,"references to visual media or visual elements such as videos, film, and photographs.",references to videos and visual media.,"references to visual media such as videos, cameras, and film."
15,1244,words related to self-reflection and introspection.,"words related to inclusivity and universality, possibly indicating a focus on unity and the collective.","phrases indicating inclusivity or totality, such as ""all"", ""everybody"", or ""it all"".","instances where the word ""all"" or similar words are used in sentences.",phrases or words related to inclusivity or universality.
15,1706,words related to themed items or products.,"words or tokens related to the concept of ""themes"" or ""themed"".
",words or phrases related to specific themes or topics.,words or phrases related to themes or subjects that are focused on or associated with specific topics or concepts.,words or phrases related to themes and topics.
15,5014,phrases or words related to job openings or filling out forms or applications.,"tokens related to completing or occupying something, such as filling out a form, filling a position, or filling a hole.","instances of words related to filling or completing a form, position, spot, or physical object.",words related to completing forms or positions of employment.,words related to filling or completing a task or form.
15,3485,names of languages or country names.,mentions of different languages.,words or phrases related to different languages or translations.,words or phrases related to different languages.,languages and country names.
15,4895,phrases related to brief moments or events.,instances of short durations or descriptions.,"emotional or intense moments, often depicted through phrases such as ""burst into tears"" or ""moment of fear"".",words related to brief or intense moments or events.,"words and phrases related to emotions, particularly intense emotions like tears and moments of fear."
15,555,"references to the Ravenclaw house from the Harry Potter series, as well as mentions of awards such as the Oscar.","words related to awards, rankings, and achievements.",terms related to famous awards and qualifications.,"words related to awards, specifically focusing on movie awards like the ""Oscar"" and ""Ravenclaw"" as a reference to the house in the Harry Potter series.","words related to specific names or categories, such as names of houses in Harry Potter (e.g. Ravenclaw), award names (e.g. Oscar), or titles related to achievements (e.g. Stanley Cup)."
15,6300,"political and social commentary, particularly related to government decisions and policies.",words or phrases that indicate the mentioning or providing of examples.,instances or examples.,words or phrases indicating examples or instances.,phrases or words that provide examples or instances.
15,1107,"the word ""ask"" followed by a direct object or prepositional phrase.",words related to making requests or inquiries.,words or phrases related to making requests or asking for something.,"occurrences of the word ""ask"" or related phrases involving requests or demands.",words or phrases related to requests or commands.
15,1355,words related to being asked or questioned.,"instances of the word ""asked"" in text excerpts.",phrases related to questioning or being asked for something.,instances of being questioned or requested for information.,instances where someone is being asked a question or contacted for information.
15,1595,email addresses and website links.,symbols commonly used in email addresses and URLs.,email addresses or web addresses.,symbols and special characters commonly used in email addresses and URLs.,symbols and email/web addresses.
15,3438,punctuation marks and symbols.,closing parentheses and other punctuation marks such as brackets and quotation marks.,parentheses or brackets.,punctuation marks such as parentheses and closing brackets.,"parentheses and punctuation marks, particularly closing parentheses."
15,4497,"words related to holes, digging, or burrowing.",words or parts of words related to holes or openings.,"words related to physical features or objects such as potholes, holes, or knobs.","words related to holes or openings in various contexts such as music tracks (e.g., ""Poth[ole]""), physical burrowing (e.g., ""bur[row]""), infrastructure issues (e.g., ""poth[oles]""), and mechanical components (e.g., ""kn[obs","words related to holes or depressions in surfaces, particularly in the context of roads or tracks."
15,3763,words related to political controversies and conflicts.,phrases that indicate a list or enumeration of items or actions.,phrases or words related to lists or enumerations.,phrases that indicate the presence or mention of other details or aspects.,phrases related to the inclusion or enumeration of additional items or details.
15,4091,"words related to assistance or help, particularly in the context of conflicts or challenges.",words related to assistance or support.,words related to offering assistance or support.,"words related to assistance, support, or service.",words related to assistance or support.
15,5579,first person pronouns and possessive pronouns.,pronouns indicating personal ownership or identity.,"pronouns used in the first person, indicating a personal perspective or ownership.","personal pronouns used in the first person (I, me, my).",pronouns and possessive determiners used to refer to oneself.
15,1738,"phrases related to imprisonment, release, and legal proceedings.","words related to being released from confinement or captivity, such as being freed or released from jail, prison, or slavery.",words or phrases related to the act of being released or set free from a situation or confinement.,words related to imprisonment and freedom.,"terms related to being released or freed from a certain condition or situation, such as being released from jail or slavery."
15,5487,references to physical locations or objects in the front of a scene.,"tokens related to physical locations or positions in relation to something else, specifically ""front"".","words related to spatial relationships and direction, particularly emphasizing ""in front of"".",words related to the location or position of something in relation to a particular object or space.,"words or phrases related to spatial location or position, particularly those in front of something."
15,2528,words related to attempts or efforts.,"words related to attempts, trying, and efforts.",words related to attempts or efforts.,words or phrases related to attempts or efforts.,"words related to attempts, trying, and unsuccessful actions."
15,2595,terms related to gaming and performance statistics.,words related to opposition or resistance.,"words related to opposition, resistance, or countering.",words related to opposition or resistance.,words related to completion or termination.
15,5251,"words related to editing and modifications within a specific context, such as modifying rewards, maps, and NPCs in a game.","phrases related to editing or modification, specifically within a text or document context.",links or references within a text.,"words or phrases related to editing, such as ""edit,"" ""["" or ""]"".","words or phrases related to editing or modifying content, such as ""edit"" or ""skin""."
16,2566,"dash, hyphen, or minus sign symbols.",dashes and hyphens used for punctuation.,"phrases containing abbreviations or punctuations such as ""-"", ""—"", or ""["".",text excerpts that contain dashes or hyphens as separators or delineators.,dashes or hyphens used to indicate interruptions or continuations in a sentence or phrase.
16,1154,mentions or references to personal preferences or favorites.,tokens related to preferences or things that are liked.,words related to personal preferences or favorites.,words related to preferences or personal inclinations.,words related to personal preferences or things that are favored.
16,2656,words or phrases related to equality or comparison.,words related to equality or equivalence.,words related to equality or equivalence.,"words related to equality, comparison, and similarity.",words related to equality and comparisons.
16,1874,words related to completion or conclusion.,words related to completing or concluding an action or event.,words related to completing or concluding something.,words or phrases related to the completion or conclusion of an action or event.,words related to completing or ending a task or activity.
16,2574,references to a strong foundation or starting point.,"the word ""base"" in various contexts, including in sports, real estate, politics, and gaming.","words related to foundational or fundamental aspects, such as ""base"", ""ground"", or ""core"".","words related to foundations or fundamental aspects of something, such as a base or a starting point.","words related to the foundation or fundamental aspects of something, such as base or foundation."
16,5528,"phrases related to language, translation, and bilingualism.","words, phrases, and tokens related to language and translation.",mentions of different languages or words related to translation.,words and phrases related to languages and translations.,"words and phrases related to languages, translations, and communication."
16,353,keywords related to swapping or switching.,words related to changing or exchanging something.,words related to changing or exchanging things.,words related to changing or exchanging something.,"words related to exchanging, swapping, or switching."
16,4963,conjunctions and phrases indicating contrasting or opposing ideas.,tokens that introduce contrast or opposition.,phrases that indicate addition or inclusion.,"coordinating conjunctions like ""but"" and ""also"", indicating a contrast or addition of information in a sentence.",conjunctions.
16,4834,personal pronouns referring to individuals.,pronouns and possessive adjectives related to female subjects.,pronouns referring to female individuals.,references to female pronouns and possessive pronouns related to women.,pronouns and possessive pronouns related to females in various contexts.
16,2011,words related to fairness and treating someone fairly.,adjectives and adverbs related to fairness or impartiality.,words related to fairness or equality.,adjectives or adverbs related to fairness or treating someone in a fair manner.,words related to fairness and treatment.
16,5612,information related to computer hardware and technology.,"words related to speed, movement, and technological specifications/settings.","words or phrases related to speed, velocity, or fast movement.","words related to speed, velocity, or technological aspects.","words related to speed, technology, and data storage."
16,6247,"keywords related to broadcasting, operations, and equipment.","tokens related to operations, procedures, or activities.",words related to operations or functioning.,"terms related to the operation or functioning of systems, organizations, or equipment.","words related to broadcasting, operation, and procedures."
16,3670,phrases related to sports matchups or competitions.,phrases or tokens related to comparisons or conflicts between two entities.,"phrases related to comparisons or conflicts, such as ""vs"" or ""v"" in the context of competitions or debates.","references to comparisons or conflicts between entities, typically represented by the use of ""Vs"" or ""v"".","words related to comparisons or conflicts, particularly those indicated by the use of ""vs"" or ""v"" as an abbreviation."
16,4446,words related to bodily functions and physiological processes.,"words and phrases related to bodily functions and body parts, particularly those associated with urination and the senses (such as eyes).",words related to bodily functions or body parts.,"words related to bodily functions and anatomy, especially those associated with elimination and sensory organs.","references to bodily functions or body parts, particularly related to excretion or physical discomfort."
16,2484,phrases related to excessive drinking or being intoxicated.,words related to time and temporal expressions.,words or parts of words that contain the letters 'til'.,"words related to time or duration, specifically words like ""til,"" ""tilapia,"" ""Tilson,"" ""Till,"" and ""Until.""","words or tokens related to time or duration, such as ""til"" and ""until""."
16,285,"words related to theft, disappearance, and transportation.",verbs and nouns related to actions involving movement or change of location.,"words related to transportation, such as vehicles and modes of travel.","words related to movement or action, such as transportation, leaving, going away, and disappearing.","words related to criminal activities or events, such as stealing, disappearance, shipping, and the concept of personal possessions being taken away."
16,4673,mentions of farmers' markets.,"words related to markets, specifically flea markets, farmers' markets, and general marketplaces.","references to markets, specifically flea markets, farmers' markets, and other types of markets.",words associated with markets or market-related activities.,mentions of market-related places or events.
16,4812,mentions or references to gifts received.,"occurrences of the word ""gift"" and related terms.",words related to gifts or presents.,words related to gift-giving and presents.,references to gifts and givers.
16,2318,"words related to announcements, acknowledgements, and gratitude.",expressions of gratitude or acknowledgment.,expressions of gratitude or acknowledgement.,words related to expressing gratitude or acknowledgment.,words related to expressing gratitude or acknowledgment.
16,2535,"terms related to specific locations or organizations, such as Wilkinson County Correctional Facility or news outlets like WCCF, KXAN, WHMP, CBS, WDBJ, or WXYZ.","abbreviations and acronyms related to organizations and institutions, such as TV networks and prison facilities.",acronyms or abbreviations.,names or abbreviations of news organizations or broadcasters.,names of organizations and entities.
17,2602,"words related to forced actions or choices, potentially related to legal or intense situations.",words related to coercion or imposition of actions or decisions.,words related to coercion or being forced into a situation or action.,words related to coercion or compulsion.,words related to coercion or being compelled to do something.
17,6236,words related to demand and market trends.,"instances where the word 'demand' is mentioned, indicating a focus on the need or request for something.",words and phrases related to economic demand or market trends.,words related to market demand or need.,words related to market demand.
17,2160,words related to the progress or continuation of actions or activities.,words related to ongoing actions or activities.,"the word ""going"" in the context of action or progression.","present participle forms of the verb ""go"" to indicate ongoing actions or processes.",words related to movement or progression of an action.
17,318,words related to sound or hearing.,"words related to sound, including words like ""sound,"" ""sounds,"" and variations such as ""sound transit"" and ""moon.""",words related to auditory or sensory perception.,words related to sound or auditory perception.,words related to auditory perception or sound.
17,4162,words related to ongoing or continuous actions or events.,indications of ongoing actions or events.,phrases indicating the continuation or continuation of a story/storyline.,text segments that indicate the continuation or ongoing nature of a story or discussion.,phrases indicating continuation or progression in a story or statement.
17,289,"words related to legal matters, such as charging a fee or pressing charges.",words or phrases related to legal or financial charges.,words related to financial transactions or fees.,words related to financial transactions or costs.,"words related to financial transactions or legal actions, particularly involving charging or fees."
17,30,"words related to truth, reality, and real-life experiences.",words related to reality and truth.,words that indicate truth or reality.,"words related to truth, reality, or authenticity.",words related to truth or reality.
17,335,"words related to body parts, such as head, ears, body, part, bone, forearm, and ear piercing.","words or tokens related to body parts, particularly ears and specific body piercings.",body parts related to auditory or hearing abilities.,"body parts, specifically focusing on the head and ears.","words related to body parts and accessories, such as head, ears, body, piercing, nose, glasses, lenses, forearm, and ear."
17,3951,words and phrases related to support or assistance.,"words related to providing assistance, help, or support.","words related to providing assistance or help, such as ""supported"", ""help"", ""support"", ""console"", etc.","words related to providing assistance, help, and support.","words related to assistance, help, and support."
17,5078,"descriptions or discussions related to beauty, aesthetics, and artistic expression.",words related to aesthetics and attractiveness.,adjectives and phrases related to beauty or aesthetics.,adjectives and nouns related to beauty or aesthetics.,"words and phrases related to beauty, artistic expression, and aesthetic appreciation."
17,5479,words related to allergies or allergic reactions.,words or phrases related to allergies and allergic reactions.,words related to allergies and allergic reactions.,terms related to allergies and allergic reactions.,terms related to allergies and allergic reactions.
17,2756,"descriptions or attributes related to objects or products and their functionality, such as design, color, sealing, handles, snapping securely, grabbing, holding tightly, and squeezing tighter.","words related to physical actions and their intensity, such as sealing, securing, squeezing, demanding, and shoving.","words related to physical contact or manipulation, such as sealing, securing, attaching, squeezing, snapping, and shoving.",verbs or phrases related to securing or fastening objects.,descriptions of physical actions and object interactions.
17,4327,words related to technology and software features.,"words related to gaining entry or obtaining information, often associated with technology or restricted areas.","words related to secrecy, access, and hidden information.",words or phrases related to accessing or unlocking information or resources.,"words related to accessibility, ease of use, and secretive or classified information."
17,1845,words related to size or quantity.,"instances of the word ""large"" in different contexts and its meaning can vary depending on the context.",adjectives that describe size or magnitude.,"adjectives related to size or quantity, specifically emphasizing largeness or magnitude.","words related to size or quantity, particularly emphasizing largeness."
17,5460,phrases related to specific details or exact matches.,adverbs or phrases related to specificity and accuracy.,words or phrases related to specificity or precision.,words or phrases indicating precision or accuracy.,"words related to precision, accuracy, and specificity."
17,1213,words related to looking back or reflecting on something.,"words or phrases related to reflecting, retrospection, or reminiscing about past events or experiences.",phrases or expressions related to reflecting on the past.,words related to reflecting on or revisiting past events or situations.,"the word ""back"" in the context of reflecting on or revisiting something."
17,1598,references to hands and their actions or descriptions.,references to human hands or actions involving hands.,"refer to body parts, specifically hands.","references to body parts, particularly hands.","references to body parts, particularly hands."
17,2975,words or phrases related to specific details or specifications.,"the word ""specifically"" and identify instances where something is being specified or detailed.",phrases or words that specify or provide additional details about something.,"instances where the word ""specifically"" is used to indicate a more precise or detailed focus or clarification.",adverbs that provide specific information or clarification.
17,3766,"words and phrases related to danger, threats, and concerns about safety.","words and phrases related to negative emotions or concerns, such as foreboding, threats, feared, and worried.","words related to fear, concern, and worry.","words and phrases related to negative emotions like foreboding, threats, worry, and concern, as well as terms related to personal safety.","words and phrases related to concern, safety, and foreboding."
17,44,"phrases related to progressions or sequences, as well as mentions of specific weeks or numerical rankings.",instances where actions or events are happening consecutively or continuously.,phrases or words indicating a range or duration of time.,words indicating a passage or progress in time or space.,"the word ""through"" in various contexts, indicating a sense of continuation or progression."
18,2828,words related to requirements or essential information.,words related to requirements or necessities.,words related to necessary items or information.,words related to requirements or necessary information.,lexical items related to requirements or necessities.
18,5574,details or specific information mentioned in reports or claims.,"words related to information, accounts, and statements.",numerical values and quantifiable measurements.,"words related to conveying information or claims, such as reports, claim, tellings, sources, and say.",reported information or claims.
18,1152,"expressions indicating strong opinion or emphasis, such as ""grossly offensive"" or ""obviously.""",words or phrases that indicate certainty or a strong assertion.,words or phrases related to certainty or obviousness.,adverbs that indicate something is readily apparent or evident.,words or phrases related to certainty or emphasis.
18,1290,references to specific story elements or details.,"the preposition ""of"" within sentences.",phrases indicating a relationship or connection between two entities.,the token 'of' in various contexts.,"the word ""of"" occurring in various contexts."
18,3255,phrases related to progress and decision-making.,words related to movement or progress.,"words related to movement or progress, such as ""going"", ""forward"", ""adjustment"", ""deploy"", ""win"", and ""build"".",words related to actions or progress.,"words related to progress, movement, and action."
18,4035,words related to communication or discussion.,"words related to communication and interaction, particularly involving asking, approaching, and questioning.",questions or requests for information.,words related to communication and inquiry.,"verbs related to communication and interaction, such as asking, telling, and approaching."
18,6042,"words related to titles or headings, including possessive forms and contractions.",possessive forms of nouns.,"possessive forms of nouns (e.g., ""World's"", ""Victoria's"") or references to ownership.","possessive forms of nouns, specifically indicated by the use of an apostrophe followed by 's'.",possessive forms of nouns and pronouns.
18,122,"words and phrases related to locations or places, specifically related to buildings and rooms within them.","words related to physical spaces or locations within a building, such as doors, floors, rooms, and apartments.",words related to physical spaces or locations within a building.,"words related to architectural and spatial elements, specifically related to buildings and rooms.",words related to locations or rooms in a building.
18,4239,"information about sources, such as names of people or organizations that provide information or data.","words related to providing or giving something, such as ""provided,"" ""fed,"" and ""out.""",terms related to providing or giving something.,tokens related to providing or giving information or resources.,phrases related to providing or offering something.
18,6236,words related to being alone or solitary.,words or phrases related to solitude or being by oneself.,instances where the concept of being alone or solitary is mentioned.,instances where the concept of being alone or solitary is mentioned.,references to being by oneself or in isolation.
18,2191,"verbs related to transactions or exchanges, particularly in the context of payment or compensation.","references to financial transactions or exchanges, particularly related to payment.","tokens related to transactions or exchanges, specifically involving payments or consequences of actions.",words related to monetary transactions and consequences.,terms related to financial transactions and exchanging money.
18,2788,"words and phrases related to technical details and requirements, such as required capabilities and abilities in a certain context.",words related to capability or the ability to do something.,phrases related to the ability or capability to do something.,words related to capability or ability to do something.,words related to the ability or requirement to do something.
18,1660,"references to man-made structures and objects, such as buildings, sculptures, and artificial landscapes.","mentions or references to the word ""palm"" in various contexts, including physical objects, trees, technology, and events.",references to palm trees.,"words related to plants, specifically palm trees.","references to trees or objects associated with trees, particularly palm trees."
18,2199,words related to instincts or intuitive feelings.,"words related to intuition, gut feelings, and initial thoughts.","words related to intuition, gut feelings, and instincts.","words related to instincts, intuition, and personal judgments or opinions.",words related to intuition and gut feelings.
